,Unnamed: 0,question,label
575,575,Crossbrowser of my site,low
576,576,hsqldb inmemory ant target junit test,low
577,577,What mean this error? Invalid indirect reference 0x61382e48 in decodeIndirectRef,low
578,578,"Recursion within Class, Python",low
579,579,Convert FoxPro form to a program file,low
580,580,how to use git repos inside another git project without Gitsubmodule or subtree,low
581,581,Changing label in one ViewController from a button in another ViewController,low
582,582,Feed in advanced custom fields,low
583,583,WM_COMMAND not being received by Dialog Procedure,high
584,584,Find numbers in a string and decrement them,low
585,585,heroku dependencies fail,low
586,586,How do I use Error Handling Application Block for WPF Unhandled Exceptions?,low
587,587,SQLite for VBA: provider or standalone DLL?,low
588,588,Checking the equality of two NTAccount objects,low
589,589,Can't initialize model with a serialized field,low
590,590,pylint does not work in emacs,low
591,591,xsl:fo don't split word into 2 lines,low
592,592,Print 3D array converted into a 2D,low
593,593,Scala map sorting,low
594,594,Java For loop Issue in condition statement,low
595,595,Getting 100% divs & inputs to display horizontally,low
596,596,Apache Time out directive,low
597,597,I getting a 'Reverse for 'views.mainPage' with arguments '()' and keyword arguments '{}' not found.',low
598,598,EF Power Tools: modelEntityContainerName Invalid Characters,low
599,599,Twilio and queues,low
600,600,how to serializer list object in sqlalchemy?,low
601,601,Character replacement mask over a string in javascript,low
602,602,Hive: external partitioned table from Avro,low
603,603,"how to make a call,send SMS and send email in android application",low
604,604,Cyclic inheritance hierarchy in Java,high
605,605,How to target two videos on one page JQuery,low
606,606,PHP glob patter issue,low
607,607,CoCreateInstanceEx returns S_OK with invalid credentials on Win2003,high
608,608,How to cancel running task using different request in c#?,low
609,609,Running a background task using Symfony Process without having to wait for the process to finish,low
610,610,Debugging SqlBulkCopy problems when it doesn't return any errors,low
611,611,How to install SQL databases,low
612,612,Can I replace the Next Button while I'am typing using Phonegap?,low
613,613,IOS popviewcontroller removes the navigation bar,low
614,614,Java Web Project Class Path,low
615,615,Remove Correspondingly File Input that Created by JQuery,low
616,616,error on line 6 expecting ) but it has enough of them,low
617,617,Implementing delete confirmation box on Delete click,low
618,618,Avoid recursive generation of ViewModels in WPF,low
619,619,Accessing python container's parent object,low
620,620,Why I insert double/float column into Cassandra by hector and got incorrect value int database,low
621,621,How can i assign perticular size to datanode in HDFS?,low
622,622,Searching in an SVN repository,low
623,623,"Camel CXF consumer, webservice method has no response",low
624,624,Sencha touch: Issue with adding items dynamically,low
625,625,Add jQuery pagination plugin to table read from a database,low
626,626,How to dynamically remove items from ListView on a button click?,low
627,627,AppForge vb6 and wm61,low
628,628,SOLR-delta import does not working but full import working fine,low
629,629,UIButton image/title inset alignment issues,low
630,630,Bash Script to run a backup and upload to AWS S3 Failing,low
631,631,Is it possible to cast database columns to different types in the L2S entity?,low
632,632,Set diffent style to single line graph in MPAndroidChart,low
633,633,Using hash to check if page with $_POST values was refreshed,low
634,634,Golang idiomatic way to remove a blank line from a multi-line string,low
635,635,HP TouchPad USB driving on Android,low
636,636,how to run custom commands using sftp or ssh or paramiko,low
637,637,JSON.net stuck at DeserializeObject,low
638,638,Call to a member function fetchOne() on a non-object in ../Observer.php on line 25,low
639,639,Replace part of large XML file,low
640,640,How to bind a list of custom object as source to listbox?,low
641,641,jMock What is Context,low
642,642,Android: Passing data from Java file to an activity,low
643,643,How to configure Service Connections for Oracle JDBC in PC for Grails,low
644,644,How to assign an int value to an arraylist item,low
645,645,"Perl: After Chomping a string, it does not print the string's value",low
646,646,Flexslider with dynamic content. e.g. images and / or video,low
647,647,Background Images in SpriteKit,low
648,648,Merging CSV File Data Batch Script,low
649,649,Is there a way to start a process with a remote working directory?,low
650,650,"How to make a layering system, with smooth movement (2d RPG)",high
651,651,Having multiple optional segments in a NancyFX Route,low
652,652,PHP function duplicating data,low
653,653,how to parse a serialized array to a jQuery array,low
654,654,how to get output system() command in Qt?,low
655,655,axis.text margins in ggplot2 2.0.0,low
656,656,CSS Floats won't work in header,low
657,657,Want to transfer huge amount of data form one machine to other machine using JMS,low
658,658,MVC 5 - List view inside a view (Different models)?,low
659,659,How do I list available methods on a given object or package in Perl?,low
660,660,Logical Question: How to make a LogOut on iPhone App?,low
661,661,String methods - to array or not to array?,low
662,662,How to put SQL table attributes in a JSON object,low
663,663,How to use amistad gem in rails3?,low
664,664,Why does this link not work?,low
665,665,unable to access ASPNETDB.mdf,low
666,666,Creating A time Bound Trial Version Of an Android App,low
667,667,enumerate flash externalinterface javascript,low
668,668,Async Images Download in a UITableView using Storyboard & ios5,high
669,669,Regular expression in set,low
670,670,tomcat appears to be deploying twice,low
671,671,Enterprise Architecture: MVC Identity via WebAPI,high
672,672,"How do I investigate a ""style sheet could not be loaded"" message in Firefox?",low
673,673,java.sql.SQLException: ORA-0094 caught when using quartz,low
674,674,"Python - Infinite while loop, break on user input",low
675,675,php gd : image cannot be displayed because it contains errors,low
676,676,Reskin or develop an outlook lookalike calendar as a web version,high
677,677,Do you need extra sockets to have 3-way communication?,low
678,678,$http.post is sending as null in console as well as in url provided,low
679,679,vDSP in Swift trying to compute Mandelbrot Set,high
680,680,"C# list of ""Type"" that implements specific interface",low
681,681,"""X-Requested-With: XMLHttpRequest"" response header not being set when using Ajax jQuery form plugin",low
682,682,Why Are Parentheses Required on C# Static Constructors?,low
683,683,Why do my Button send two postbacks when downloading zip file?,low
684,684,Zeromq how to make a c++ server program which allows it not to wait for client request,low
685,685,Ordering string labels from a dictionary in a bar chart,low
686,686,Java execution pops a new window and immediately disappears,low
687,687,Nagios: config ping times,low
688,688,Comma-separated listbox,low
689,689,"I am getting this expection ""java.lang.NumberFormatException.forInputString(Unknown Source)"" while connecting Hbase using spark scala",high
690,690,Unable to property copy query to a data table,low
691,691,Python slow on for-loops and hundreds of attribute lookups. Use Numba?,high
692,692,How to change back bar button's width of a UINavigationController in iPhone?,low
693,693,How to get Html of a view using jQuery in ASP .NET MVC 3.0,low
694,694,"i am using angularjs and django-cors-headers then give ""which is disallowed for cross-origin requests that require preflight.""",low
695,695,"window.alert and confirm work, but not prompt",low
696,696,Refresh MVC View,low
697,697,Sieve of Eratosthenes returning incorrect answers,high
